   0.212407E+00   0.998243E+06   0.993597E+06  -0.538871E+00  -0.539110E+00   0.278552E+05   0.993177E+06
   0.215158E+00   0.977140E+06   0.972413E+06  -0.514071E+00  -0.514299E+00   0.267093E+05   0.972151E+06
   0.217909E+00   0.956641E+06   0.951843E+06  -0.490654E+00  -0.490872E+00   0.256203E+05   0.951728E+06
   0.226624E+00   0.897744E+06   0.892886E+06  -0.425704E+00  -0.425892E+00   0.225680E+05   0.893071E+06
   0.235687E+00   0.848574E+06   0.843993E+06  -0.372045E+00  -0.372210E+00   0.200162E+05   0.844153E+06
   0.245114E+00   0.808384E+06   0.804331E+06  -0.327714E+00  -0.327859E+00   0.178855E+05   0.804216E+06
   0.254917E+00   0.771496E+06   0.767962E+06  -0.289191E+00  -0.289319E+00   0.160041E+05   0.767566E+06
   0.265112E+00   0.732399E+06   0.729145E+06  -0.253837E+00  -0.253950E+00   0.142385E+05   0.728679E+06
   0.275715E+00   0.689746E+06   0.686520E+06  -0.221020E+00  -0.221118E+00   0.125609E+05   0.686213E+06
   0.286743E+00   0.647127E+06   0.643873E+06  -0.191717E+00  -0.191802E+00   0.110346E+05   0.643774E+06
   0.298211E+00   0.609343E+06   0.606206E+06  -0.166906E+00  -0.166980E+00   0.972544E+04   0.606171E+06
   0.310138E+00   0.577415E+06   0.574560E+06  -0.146236E+00  -0.146301E+00   0.862323E+04   0.574425E+06
   0.322542E+00   0.548097E+06   0.545525E+06  -0.128347E+00  -0.128404E+00   0.765617E+04   0.545278E+06
   0.335442E+00   0.517837E+06   0.515412E+06  -0.112116E+00  -0.112166E+00   0.676300E+04   0.515172E+06
   0.348857E+00   0.486791E+06   0.484416E+06  -0.974430E-01  -0.974863E-01   0.594166E+04   0.484270E+06
   0.362810E+00   0.458024E+06   0.455740E+06  -0.847685E-01  -0.848061E-01   0.522300E+04   0.455642E+06
   0.377320E+00   0.432703E+06   0.430592E+06  -0.740434E-01  -0.740762E-01   0.460839E+04   0.430459E+06
   0.392411E+00   0.409048E+06   0.407100E+06  -0.647173E-01  -0.647461E-01   0.406732E+04   0.406932E+06
   0.408106E+00   0.385334E+06   0.383481E+06  -0.563670E-01  -0.563920E-01   0.357592E+04   0.383337E+06
   0.424428E+00   0.362401E+06   0.360625E+06  -0.490134E-01  -0.490351E-01   0.313766E+04   0.360517E+06
   0.441403E+00   0.341547E+06   0.339884E+06  -0.427091E-01  -0.427281E-01   0.275804E+04   0.339772E+06
   0.459057E+00   0.322123E+06   0.320574E+06  -0.372424E-01  -0.372590E-01   0.242530E+04   0.320452E+06
   0.477416E+00   0.303214E+06   0.301748E+06  -0.324120E-01  -0.324264E-01   0.212787E+04   0.301639E+06
   0.496511E+00   0.285251E+06   0.283863E+06  -0.281919E-01  -0.282044E-01   0.186527E+04   0.283767E+06
   0.516368E+00   0.268617E+06   0.267317E+06  -0.245456E-01  -0.245565E-01   0.163621E+04   0.267220E+06
   0.537020E+00   0.252831E+06   0.251609E+06  -0.213605E-01  -0.213700E-01   0.143417E+04   0.251516E+06
   0.558498E+00   0.237768E+06   0.236614E+06  -0.185727E-01  -0.185809E-01   0.125562E+04   0.236530E+06
   0.580835E+00   0.223668E+06   0.222585E+06  -0.161535E-01  -0.161607E-01   0.109933E+04   0.222504E+06
   0.604066E+00   0.210363E+06   0.209346E+06  -0.140467E-01  -0.140529E-01   0.962044E+03   0.209268E+06
   0.628225E+00   0.197750E+06   0.196792E+06  -0.122084E-01  -0.122138E-01   0.841252E+03   0.196719E+06
   0.653351E+00   0.185896E+06   0.184996E+06  -0.106109E-01  -0.106156E-01   0.735450E+03   0.184927E+06
   0.815937E+00   0.130418E+06   0.129787E+06  -0.477326E-02  -0.477538E-02   0.340427E+03   0.129738E+06
   0.101898E+01   0.909589E+05   0.905190E+05  -0.213457E-02  -0.213552E-02   0.155603E+03   0.904841E+05
   0.127255E+01   0.631010E+05   0.627959E+05  -0.949484E-03  -0.949905E-03   0.703577E+02   0.627715E+05
   0.158923E+01   0.435656E+05   0.433550E+05  -0.420319E-03  -0.420506E-03   0.315221E+02   0.433380E+05
   0.198471E+01   0.299481E+05   0.298034E+05  -0.185263E-03  -0.185345E-03   0.140139E+02   0.297917E+05
   0.247860E+01   0.205064E+05   0.204072E+05  -0.813370E-04  -0.813731E-04   0.618981E+01   0.203992E+05
   0.309539E+01   0.139913E+05   0.139236E+05  -0.355827E-04  -0.355985E-04   0.271912E+01   0.139182E+05
   0.386568E+01   0.951517E+04   0.946913E+04  -0.155160E-04  -0.155228E-04   0.118901E+01   0.946543E+04
   0.482765E+01   0.645189E+04   0.642065E+04  -0.674574E-05  -0.674873E-05   0.517906E+00   0.641815E+04
   0.602900E+01   0.436293E+04   0.434177E+04  -0.292484E-05  -0.292613E-05   0.224829E+00   0.434011E+04
   0.752931E+01   0.294297E+04   0.292867E+04  -0.126500E-05  -0.126556E-05   0.973178E-01   0.292758E+04
   0.940297E+01   0.198061E+04   0.197095E+04  -0.545864E-06  -0.546106E-06   0.420162E-01   0.197024E+04
   0.117429E+02   0.133012E+04   0.132360E+04  -0.235049E-06  -0.235153E-06   0.180981E-01   0.132315E+04
   0.146651E+02   0.891516E+03   0.887114E+03  -0.101014E-06  -0.101058E-06   0.777939E-02   0.886842E+03
   0.183145E+02   0.596449E+03   0.593468E+03  -0.433319E-07  -0.433512E-07   0.333750E-02   0.593316E+03
   0.228720E+02   0.398358E+03   0.396329E+03  -0.185564E-07  -0.185646E-07   0.142936E-02   0.396259E+03
   0.285637E+02   0.265626E+03   0.264233E+03  -0.793377E-08  -0.793728E-08   0.611121E-03   0.264220E+03
   0.356718E+02   0.176845E+03   0.175877E+03  -0.338685E-08  -0.338835E-08   0.260876E-03   0.175903E+03
   0.445486E+02   0.117560E+03   0.116873E+03  -0.144365E-08  -0.144429E-08   0.111186E-03   0.116927E+03
   0.556345E+02   0.780308E+02   0.775314E+02  -0.614448E-09  -0.614720E-09   0.473188E-04   0.776038E+02
   0.694791E+02   0.517119E+02   0.513357E+02  -0.261121E-09  -0.261236E-09   0.201029E-04   0.514219E+02
   0.867689E+02   0.342114E+02   0.339161E+02  -0.110785E-09  -0.110834E-09   0.852621E-05   0.340122E+02
   0.108361E+03   0.225888E+02   0.223465E+02  -0.469148E-10  -0.469355E-10   0.360845E-05   0.224499E+02
