#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.126845E+01   0.552278E+05   0.549394E+05   0.122307E-02  -0.112326E-02   0.549198E+02   0.549241E+05   0.551802E+05   0.549241E+05  -0.126263E-02   0.271518E+05   0.271480E+05   0.986085E-03
   0.128119E+01   0.543154E+05   0.540318E+05   0.117905E-02  -0.108283E-02   0.529751E+02   0.540166E+05   0.542686E+05   0.540166E+05  -0.124177E-02   0.267032E+05   0.266995E+05   0.961085E-03
   0.129407E+01   0.534173E+05   0.531384E+05   0.113659E-02  -0.104384E-02   0.510983E+02   0.531235E+05   0.533713E+05   0.531235E+05  -0.122124E-02   0.262617E+05   0.262580E+05   0.936732E-03
   0.130708E+01   0.525336E+05   0.522593E+05   0.109565E-02  -0.100624E-02   0.492869E+02   0.522447E+05   0.524884E+05   0.522447E+05  -0.120103E-02   0.258272E+05   0.258236E+05   0.913028E-03
   0.132021E+01   0.516641E+05   0.513943E+05   0.105618E-02  -0.969992E-03   0.475390E+02   0.513800E+05   0.516196E+05   0.513800E+05  -0.118115E-02   0.253997E+05   0.253962E+05   0.889933E-03
   0.133348E+01   0.508085E+05   0.505432E+05   0.101812E-02  -0.935039E-03   0.458524E+02   0.505290E+05   0.507647E+05   0.505290E+05  -0.116159E-02   0.249791E+05   0.249756E+05   0.867411E-03
   0.134688E+01   0.499668E+05   0.497059E+05   0.981428E-03  -0.901342E-03   0.442248E+02   0.496920E+05   0.499237E+05   0.496920E+05  -0.114235E-02   0.245653E+05   0.245619E+05   0.845501E-03
   0.136042E+01   0.491383E+05   0.488817E+05   0.946044E-03  -0.868846E-03   0.426544E+02   0.488681E+05   0.490960E+05   0.488681E+05  -0.112341E-02   0.241580E+05   0.241546E+05   0.824136E-03
   0.137409E+01   0.483234E+05   0.480711E+05   0.911931E-03  -0.837517E-03   0.411388E+02   0.480576E+05   0.482818E+05   0.480576E+05  -0.110478E-02   0.237573E+05   0.237540E+05   0.803347E-03
   0.138790E+01   0.475214E+05   0.472732E+05   0.879037E-03  -0.807308E-03   0.396765E+02   0.472600E+05   0.474804E+05   0.472600E+05  -0.108644E-02   0.233630E+05   0.233598E+05   0.783041E-03
   0.140185E+01   0.467325E+05   0.464885E+05   0.847328E-03  -0.778188E-03   0.382658E+02   0.464755E+05   0.466922E+05   0.464755E+05  -0.106841E-02   0.229752E+05   0.229720E+05   0.763299E-03
   0.141594E+01   0.459562E+05   0.457162E+05   0.816751E-03  -0.750107E-03   0.369045E+02   0.457034E+05   0.459166E+05   0.457034E+05  -0.105066E-02   0.225935E+05   0.225904E+05   0.744044E-03
   0.143017E+01   0.451923E+05   0.449563E+05   0.787271E-03  -0.723033E-03   0.355908E+02   0.449437E+05   0.451534E+05   0.449437E+05  -0.103319E-02   0.222180E+05   0.222149E+05   0.725319E-03
   0.144454E+01   0.444409E+05   0.442088E+05   0.758850E-03  -0.696931E-03   0.343236E+02   0.441964E+05   0.444026E+05   0.441964E+05  -0.101601E-02   0.218486E+05   0.218455E+05   0.707026E-03
   0.145906E+01   0.437014E+05   0.434732E+05   0.731448E-03  -0.671765E-03   0.331010E+02   0.434610E+05   0.436638E+05   0.434610E+05  -0.999109E-03   0.214850E+05   0.214820E+05   0.689231E-03
   0.147372E+01   0.429740E+05   0.427496E+05   0.705030E-03  -0.647504E-03   0.319214E+02   0.427376E+05   0.429370E+05   0.427376E+05  -0.982479E-03   0.211274E+05   0.211245E+05   0.671892E-03
   0.148854E+01   0.422582E+05   0.420375E+05   0.679558E-03  -0.624110E-03   0.307831E+02   0.420258E+05   0.422218E+05   0.420258E+05  -0.966114E-03   0.207755E+05   0.207726E+05   0.654997E-03
   0.150350E+01   0.415540E+05   0.413370E+05   0.655001E-03  -0.601558E-03   0.296851E+02   0.413254E+05   0.415182E+05   0.413254E+05  -0.950014E-03   0.204293E+05   0.204264E+05   0.638550E-03
   0.151861E+01   0.408613E+05   0.406479E+05   0.631329E-03  -0.579818E-03   0.286259E+02   0.406366E+05   0.408261E+05   0.406366E+05  -0.934178E-03   0.200887E+05   0.200859E+05   0.622524E-03
   0.153387E+01   0.401796E+05   0.399697E+05   0.608502E-03  -0.558855E-03   0.276038E+02   0.399586E+05   0.401450E+05   0.399586E+05  -0.918592E-03   0.197536E+05   0.197508E+05   0.606917E-03
   0.154928E+01   0.395091E+05   0.393027E+05   0.586499E-03  -0.538647E-03   0.266180E+02   0.392917E+05   0.394750E+05   0.392917E+05  -0.903262E-03   0.194239E+05   0.194212E+05   0.591683E-03
   0.156486E+01   0.388494E+05   0.386464E+05   0.565286E-03  -0.519165E-03   0.256669E+02   0.386356E+05   0.388159E+05   0.386356E+05  -0.888180E-03   0.190996E+05   0.190969E+05   0.576869E-03
   0.158058E+01   0.382003E+05   0.380008E+05   0.544835E-03  -0.500384E-03   0.247495E+02   0.379902E+05   0.381674E+05   0.379902E+05  -0.873341E-03   0.187805E+05   0.187778E+05   0.562419E-03
   0.159647E+01   0.375619E+05   0.373657E+05   0.525121E-03  -0.482278E-03   0.238646E+02   0.373552E+05   0.375295E+05   0.373552E+05  -0.858745E-03   0.184666E+05   0.184640E+05   0.548364E-03
   0.161251E+01   0.369338E+05   0.367408E+05   0.506114E-03  -0.464823E-03   0.230108E+02   0.367305E+05   0.369019E+05   0.367305E+05  -0.844384E-03   0.181578E+05   0.181552E+05   0.534642E-03
   0.162872E+01   0.363157E+05   0.361260E+05   0.487791E-03  -0.447995E-03   0.221874E+02   0.361159E+05   0.362844E+05   0.361159E+05  -0.830255E-03   0.178540E+05   0.178514E+05   0.521303E-03
   0.164509E+01   0.357079E+05   0.355213E+05   0.470130E-03  -0.431775E-03   0.213930E+02   0.355115E+05   0.356771E+05   0.355115E+05  -0.816359E-03   0.175552E+05   0.175526E+05   0.508287E-03
   0.166162E+01   0.351099E+05   0.349264E+05   0.453103E-03  -0.416137E-03   0.206268E+02   0.349167E+05   0.350796E+05   0.349167E+05  -0.802687E-03   0.172611E+05   0.172587E+05   0.495622E-03
   0.167832E+01   0.345215E+05   0.343411E+05   0.436687E-03  -0.401061E-03   0.198876E+02   0.343316E+05   0.344917E+05   0.343316E+05  -0.789235E-03   0.169719E+05   0.169694E+05   0.483275E-03
   0.169519E+01   0.339428E+05   0.337654E+05   0.420864E-03  -0.386529E-03   0.191748E+02   0.337560E+05   0.339135E+05   0.337560E+05  -0.776005E-03   0.166874E+05   0.166850E+05   0.471244E-03
   0.171222E+01   0.333735E+05   0.331991E+05   0.405610E-03  -0.372521E-03   0.184872E+02   0.331898E+05   0.333447E+05   0.331898E+05  -0.762989E-03   0.164075E+05   0.164051E+05   0.459521E-03
   0.172943E+01   0.328134E+05   0.326419E+05   0.390907E-03  -0.359017E-03   0.178240E+02   0.326329E+05   0.327851E+05   0.326329E+05  -0.750185E-03   0.161321E+05   0.161298E+05   0.448104E-03
   0.174681E+01   0.322625E+05   0.320939E+05   0.376733E-03  -0.346000E-03   0.171844E+02   0.320850E+05   0.322347E+05   0.320850E+05  -0.737589E-03   0.158613E+05   0.158590E+05   0.436982E-03
   0.176437E+01   0.317207E+05   0.315549E+05   0.363071E-03  -0.333452E-03   0.165675E+02   0.315461E+05   0.316933E+05   0.315461E+05  -0.725202E-03   0.155949E+05   0.155926E+05   0.426163E-03
   0.178210E+01   0.311876E+05   0.310246E+05   0.349901E-03  -0.321357E-03   0.159725E+02   0.310160E+05   0.311607E+05   0.310160E+05  -0.713015E-03   0.153328E+05   0.153306E+05   0.415594E-03
   0.180001E+01   0.306633E+05   0.305030E+05   0.337207E-03  -0.309699E-03   0.153987E+02   0.304946E+05   0.306369E+05   0.304946E+05  -0.701028E-03   0.150751E+05   0.150729E+05   0.405325E-03
   0.181810E+01   0.301476E+05   0.299900E+05   0.324970E-03  -0.298461E-03   0.148453E+02   0.299817E+05   0.301216E+05   0.299817E+05  -0.689238E-03   0.148215E+05   0.148194E+05   0.395303E-03
   0.183637E+01   0.296403E+05   0.294854E+05   0.313175E-03  -0.287629E-03   0.143116E+02   0.294772E+05   0.296148E+05   0.294772E+05  -0.677641E-03   0.145721E+05   0.145700E+05   0.385537E-03
   0.185483E+01   0.291414E+05   0.289890E+05   0.301806E-03  -0.277187E-03   0.137969E+02   0.289810E+05   0.291163E+05   0.289810E+05  -0.666234E-03   0.143268E+05   0.143247E+05   0.376036E-03
   0.187347E+01   0.286506E+05   0.285008E+05   0.290848E-03  -0.267123E-03   0.133006E+02   0.284929E+05   0.286259E+05   0.284929E+05  -0.655013E-03   0.140855E+05   0.140835E+05   0.366773E-03
   0.189230E+01   0.281678E+05   0.280206E+05   0.280285E-03  -0.257422E-03   0.128219E+02   0.280128E+05   0.281435E+05   0.280128E+05  -0.643976E-03   0.138482E+05   0.138462E+05   0.357740E-03
   0.191132E+01   0.276930E+05   0.275482E+05   0.270103E-03  -0.248071E-03   0.123603E+02   0.275406E+05   0.276691E+05   0.275406E+05  -0.633121E-03   0.136148E+05   0.136128E+05   0.348944E-03
   0.193053E+01   0.272260E+05   0.270836E+05   0.260289E-03  -0.239058E-03   0.119151E+02   0.270761E+05   0.272025E+05   0.270761E+05  -0.622443E-03   0.133851E+05   0.133832E+05   0.340380E-03
   0.194993E+01   0.267666E+05   0.266266E+05   0.250830E-03  -0.230371E-03   0.114859E+02   0.266193E+05   0.267435E+05   0.266193E+05  -0.611940E-03   0.131593E+05   0.131574E+05   0.332043E-03
   0.196953E+01   0.263147E+05   0.261771E+05   0.241712E-03  -0.221997E-03   0.110719E+02   0.261699E+05   0.262920E+05   0.261699E+05  -0.601609E-03   0.129371E+05   0.129352E+05   0.323919E-03
   0.198932E+01   0.258702E+05   0.257349E+05   0.232924E-03  -0.213925E-03   0.106727E+02   0.257278E+05   0.258479E+05   0.257278E+05  -0.591447E-03   0.127186E+05   0.127167E+05   0.315997E-03
   0.200931E+01   0.254331E+05   0.253001E+05   0.224454E-03  -0.206146E-03   0.102878E+02   0.252931E+05   0.254112E+05   0.252931E+05  -0.581454E-03   0.125037E+05   0.125019E+05   0.308274E-03
   0.202951E+01   0.250032E+05   0.248724E+05   0.216291E-03  -0.198649E-03   0.991668E+01   0.248656E+05   0.249816E+05   0.248656E+05  -0.571626E-03   0.122924E+05   0.122905E+05   0.300761E-03
   0.204990E+01   0.245804E+05   0.244518E+05   0.208422E-03  -0.191423E-03   0.955880E+01   0.244451E+05   0.245591E+05   0.244451E+05  -0.561958E-03   0.120845E+05   0.120827E+05   0.293433E-03
   0.207051E+01   0.241645E+05   0.240380E+05   0.200838E-03  -0.184458E-03   0.921371E+01   0.240315E+05   0.241436E+05   0.240315E+05  -0.552450E-03   0.118800E+05   0.118782E+05   0.286297E-03
   0.209132E+01   0.237554E+05   0.236311E+05   0.193529E-03  -0.177744E-03   0.888096E+01   0.236247E+05   0.237349E+05   0.236247E+05  -0.543098E-03   0.116789E+05   0.116772E+05   0.279343E-03
   0.211233E+01   0.233532E+05   0.232310E+05   0.186485E-03  -0.171275E-03   0.856015E+01   0.232247E+05   0.233330E+05   0.232247E+05  -0.533902E-03   0.114812E+05   0.114794E+05   0.272570E-03
   0.213356E+01   0.229576E+05   0.228375E+05   0.179695E-03  -0.165040E-03   0.825082E+01   0.228312E+05   0.229378E+05   0.228312E+05  -0.524858E-03   0.112867E+05   0.112850E+05   0.265968E-03
   0.215500E+01   0.225685E+05   0.224504E+05   0.173152E-03  -0.159030E-03   0.795260E+01   0.224443E+05   0.225490E+05   0.224443E+05  -0.515963E-03   0.110954E+05   0.110937E+05   0.259536E-03
   0.217666E+01   0.221859E+05   0.220698E+05   0.166845E-03  -0.153238E-03   0.766507E+01   0.220638E+05   0.221667E+05   0.220638E+05  -0.507215E-03   0.109073E+05   0.109056E+05   0.253274E-03
   0.219854E+01   0.218096E+05   0.216954E+05   0.160767E-03  -0.147656E-03   0.738781E+01   0.216895E+05   0.217907E+05   0.216895E+05  -0.498612E-03   0.107223E+05   0.107206E+05   0.247171E-03
   0.222063E+01   0.214395E+05   0.213273E+05   0.154910E-03  -0.142277E-03   0.712054E+01   0.213215E+05   0.214210E+05   0.213215E+05  -0.490152E-03   0.105403E+05   0.105387E+05   0.241229E-03
   0.224295E+01   0.210756E+05   0.209652E+05   0.149265E-03  -0.137092E-03   0.686282E+01   0.209595E+05   0.210574E+05   0.209595E+05  -0.481831E-03   0.103614E+05   0.103598E+05   0.235434E-03
   0.226549E+01   0.207176E+05   0.206091E+05   0.143824E-03  -0.132095E-03   0.661437E+01   0.206036E+05   0.206997E+05   0.206036E+05  -0.473647E-03   0.101854E+05   0.101839E+05   0.229780E-03
   0.228826E+01   0.203656E+05   0.202590E+05   0.138580E-03  -0.127279E-03   0.637482E+01   0.202535E+05   0.203480E+05   0.202535E+05  -0.465599E-03   0.100124E+05   0.100108E+05   0.224283E-03
   0.231126E+01   0.200194E+05   0.199146E+05   0.133528E-03  -0.122639E-03   0.614393E+01   0.199092E+05   0.200021E+05   0.199092E+05  -0.457686E-03   0.984218E+04   0.984067E+04   0.218930E-03
   0.233449E+01   0.196790E+05   0.195759E+05   0.128658E-03  -0.118166E-03   0.592127E+01   0.195707E+05   0.196620E+05   0.195707E+05  -0.449902E-03   0.967480E+04   0.967331E+04   0.213706E-03
   0.235795E+01   0.193442E+05   0.192429E+05   0.123964E-03  -0.113856E-03   0.570663E+01   0.192377E+05   0.193275E+05   0.192377E+05  -0.442248E-03   0.951020E+04   0.950873E+04   0.208614E-03
   0.238165E+01   0.190149E+05   0.189153E+05   0.119441E-03  -0.109702E-03   0.549971E+01   0.189103E+05   0.189985E+05   0.189103E+05  -0.434721E-03   0.934833E+04   0.934688E+04   0.203659E-03
   0.240558E+01   0.186912E+05   0.185933E+05   0.115083E-03  -0.105699E-03   0.530029E+01   0.185883E+05   0.186750E+05   0.185883E+05  -0.427319E-03   0.918917E+04   0.918774E+04   0.198829E-03
   0.242976E+01   0.183728E+05   0.182766E+05   0.110882E-03  -0.101841E-03   0.510798E+01   0.182717E+05   0.183569E+05   0.182717E+05  -0.420040E-03   0.903264E+04   0.903123E+04   0.194116E-03
   0.245418E+01   0.180597E+05   0.179651E+05   0.106834E-03  -0.981233E-04   0.492260E+01   0.179603E+05   0.180441E+05   0.179603E+05  -0.412882E-03   0.887872E+04   0.887733E+04   0.189531E-03
   0.247885E+01   0.177519E+05   0.176589E+05   0.102934E-03  -0.945407E-04   0.474392E+01   0.176541E+05   0.177365E+05   0.176541E+05  -0.405844E-03   0.872736E+04   0.872599E+04   0.185058E-03
   0.250376E+01   0.174492E+05   0.173577E+05   0.991750E-04  -0.910887E-04   0.457169E+01   0.173531E+05   0.174341E+05   0.173531E+05  -0.398923E-03   0.857855E+04   0.857719E+04   0.180708E-03
   0.252892E+01   0.171515E+05   0.170616E+05   0.955526E-04  -0.877618E-04   0.440566E+01   0.170570E+05   0.171367E+05   0.170570E+05  -0.392118E-03   0.843220E+04   0.843086E+04   0.176467E-03
   0.255434E+01   0.168588E+05   0.167704E+05   0.920620E-04  -0.845559E-04   0.424560E+01   0.167659E+05   0.168442E+05   0.167659E+05  -0.385426E-03   0.828829E+04   0.828698E+04   0.172329E-03
   0.258001E+01   0.165709E+05   0.164841E+05   0.886982E-04  -0.814665E-04   0.409132E+01   0.164797E+05   0.165566E+05   0.164797E+05  -0.378845E-03   0.814679E+04   0.814548E+04   0.168296E-03
   0.260594E+01   0.162879E+05   0.162025E+05   0.854570E-04  -0.784897E-04   0.394261E+01   0.161982E+05   0.162738E+05   0.161982E+05  -0.372375E-03   0.800765E+04   0.800637E+04   0.164372E-03
   0.263213E+01   0.160096E+05   0.159257E+05   0.823334E-04  -0.756209E-04   0.379926E+01   0.159215E+05   0.159958E+05   0.159215E+05  -0.366012E-03   0.787082E+04   0.786956E+04   0.160546E-03
   0.265858E+01   0.157360E+05   0.156534E+05   0.793234E-04  -0.728564E-04   0.366108E+01   0.156493E+05   0.157223E+05   0.156493E+05  -0.359756E-03   0.773628E+04   0.773503E+04   0.156817E-03
   0.268530E+01   0.154669E+05   0.153857E+05   0.764229E-04  -0.701925E-04   0.352790E+01   0.153817E+05   0.154535E+05   0.153817E+05  -0.353604E-03   0.760398E+04   0.760275E+04   0.153178E-03
   0.271229E+01   0.152023E+05   0.151225E+05   0.736281E-04  -0.676257E-04   0.339953E+01   0.151185E+05   0.151891E+05   0.151185E+05  -0.347554E-03   0.747390E+04   0.747268E+04   0.149639E-03
   0.273955E+01   0.149421E+05   0.148637E+05   0.709349E-04  -0.651521E-04   0.327578E+01   0.148598E+05   0.149292E+05   0.148598E+05  -0.341606E-03   0.734599E+04   0.734479E+04   0.146185E-03
   0.276708E+01   0.146863E+05   0.146092E+05   0.683397E-04  -0.627686E-04   0.315653E+01   0.146054E+05   0.146735E+05   0.146054E+05  -0.335757E-03   0.722021E+04   0.721903E+04   0.142820E-03
   0.279489E+01   0.144347E+05   0.143590E+05   0.658390E-04  -0.604719E-04   0.304157E+01   0.143552E+05   0.144222E+05   0.143552E+05  -0.330006E-03   0.709654E+04   0.709538E+04   0.139540E-03
   0.282298E+01   0.141874E+05   0.141129E+05   0.634294E-04  -0.582589E-04   0.293077E+01   0.141092E+05   0.141751E+05   0.141092E+05  -0.324352E-03   0.697495E+04   0.697380E+04   0.136349E-03
   0.285135E+01   0.139442E+05   0.138711E+05   0.611078E-04  -0.561266E-04   0.282399E+01   0.138674E+05   0.139322E+05   0.138674E+05  -0.318793E-03   0.685541E+04   0.685427E+04   0.133235E-03
   0.288001E+01   0.137051E+05   0.136332E+05   0.588706E-04  -0.540719E-04   0.272106E+01   0.136296E+05   0.136933E+05   0.136296E+05  -0.313327E-03   0.673786E+04   0.673673E+04   0.130198E-03
   0.290895E+01   0.134700E+05   0.133993E+05   0.567149E-04  -0.520920E-04   0.262187E+01   0.133958E+05   0.134584E+05   0.133958E+05  -0.307952E-03   0.662228E+04   0.662117E+04   0.127241E-03
   0.293819E+01   0.132389E+05   0.131694E+05   0.546379E-04  -0.501844E-04   0.252627E+01   0.131660E+05   0.132274E+05   0.131660E+05  -0.302668E-03   0.650865E+04   0.650755E+04   0.124357E-03
   0.296772E+01   0.130117E+05   0.129434E+05   0.526368E-04  -0.483465E-04   0.243414E+01   0.129400E+05   0.130004E+05   0.129400E+05  -0.297473E-03   0.639694E+04   0.639586E+04   0.121543E-03
   0.299754E+01   0.127883E+05   0.127211E+05   0.507084E-04  -0.465755E-04   0.234534E+01   0.127178E+05   0.127772E+05   0.127178E+05  -0.292365E-03   0.628710E+04   0.628603E+04   0.118805E-03
   0.302767E+01   0.125686E+05   0.125026E+05   0.488504E-04  -0.448690E-04   0.225977E+01   0.124994E+05   0.125577E+05   0.124994E+05  -0.287343E-03   0.617910E+04   0.617804E+04   0.116138E-03
   0.305810E+01   0.123526E+05   0.122877E+05   0.470601E-04  -0.432247E-04   0.217729E+01   0.122846E+05   0.123419E+05   0.122846E+05  -0.282405E-03   0.607291E+04   0.607187E+04   0.113535E-03
   0.308883E+01   0.121403E+05   0.120765E+05   0.453354E-04  -0.416406E-04   0.209781E+01   0.120734E+05   0.121297E+05   0.120734E+05  -0.277551E-03   0.596853E+04   0.596750E+04   0.110996E-03
   0.311987E+01   0.119315E+05   0.118688E+05   0.436734E-04  -0.401142E-04   0.202120E+01   0.118658E+05   0.119212E+05   0.118658E+05  -0.272778E-03   0.586589E+04   0.586487E+04   0.108523E-03
   0.315123E+01   0.117262E+05   0.116646E+05   0.420720E-04  -0.386434E-04   0.194738E+01   0.116616E+05   0.117161E+05   0.116616E+05  -0.268085E-03   0.576497E+04   0.576396E+04   0.106110E-03
   0.318290E+01   0.115244E+05   0.114638E+05   0.405291E-04  -0.372263E-04   0.187623E+01   0.114609E+05   0.115144E+05   0.114609E+05  -0.263471E-03   0.566575E+04   0.566476E+04   0.103762E-03
   0.321489E+01   0.113260E+05   0.112665E+05   0.390427E-04  -0.358611E-04   0.180767E+01   0.112636E+05   0.113162E+05   0.112636E+05  -0.258935E-03   0.556822E+04   0.556724E+04   0.101471E-03
   0.324720E+01   0.111310E+05   0.110724E+05   0.376103E-04  -0.345456E-04   0.174160E+01   0.110696E+05   0.111213E+05   0.110696E+05  -0.254476E-03   0.547232E+04   0.547135E+04   0.992361E-04
   0.327983E+01   0.109392E+05   0.108817E+05   0.362304E-04  -0.332781E-04   0.167793E+01   0.108789E+05   0.109297E+05   0.108789E+05  -0.250091E-03   0.537804E+04   0.537708E+04   0.970592E-04
   0.331280E+01   0.107507E+05   0.106941E+05   0.349008E-04  -0.320570E-04   0.161657E+01   0.106914E+05   0.107413E+05   0.106914E+05  -0.245781E-03   0.528535E+04   0.528441E+04   0.949353E-04
   0.334609E+01   0.105653E+05   0.105097E+05   0.336199E-04  -0.308806E-04   0.155746E+01   0.105071E+05   0.105562E+05   0.105071E+05  -0.241544E-03   0.519423E+04   0.519330E+04   0.928622E-04
   0.337972E+01   0.103831E+05   0.103285E+05   0.323858E-04  -0.297471E-04   0.150048E+01   0.103259E+05   0.103741E+05   0.103259E+05  -0.237378E-03   0.510466E+04   0.510373E+04   0.908464E-04
   0.341369E+01   0.102040E+05   0.101503E+05   0.311968E-04  -0.286551E-04   0.144558E+01   0.101478E+05   0.101951E+05   0.101478E+05  -0.233283E-03   0.501659E+04   0.501568E+04   0.888788E-04
   0.344800E+01   0.100279E+05   0.997510E+04   0.300512E-04  -0.276029E-04   0.139267E+01   0.997264E+04   0.100192E+05   0.997264E+04  -0.229257E-03   0.493001E+04   0.492911E+04   0.869573E-04
   0.348265E+01   0.985481E+04   0.980291E+04   0.289477E-04  -0.265894E-04   0.134170E+01   0.980050E+04   0.984624E+04   0.980050E+04  -0.225300E-03   0.484492E+04   0.484403E+04   0.850866E-04
   0.351765E+01   0.968461E+04   0.963360E+04   0.278844E-04  -0.256127E-04   0.129257E+01   0.963124E+04   0.967619E+04   0.963124E+04  -0.221409E-03   0.476124E+04   0.476036E+04   0.832629E-04
   0.355300E+01   0.951731E+04   0.946717E+04   0.268600E-04  -0.246719E-04   0.124523E+01   0.946486E+04   0.950904E+04   0.946486E+04  -0.217584E-03   0.467899E+04   0.467812E+04   0.814825E-04
   0.358871E+01   0.935283E+04   0.930355E+04   0.258730E-04  -0.237654E-04   0.119961E+01   0.930128E+04   0.934470E+04   0.930128E+04  -0.213824E-03   0.459813E+04   0.459727E+04   0.797492E-04
   0.362478E+01   0.919117E+04   0.914272E+04   0.249223E-04  -0.228922E-04   0.115567E+01   0.914051E+04   0.918317E+04   0.914051E+04  -0.210128E-03   0.451865E+04   0.451780E+04   0.780570E-04
   0.366121E+01   0.903221E+04   0.898459E+04   0.240063E-04  -0.220508E-04   0.111332E+01   0.898242E+04   0.902435E+04   0.898242E+04  -0.206493E-03   0.444050E+04   0.443966E+04   0.764068E-04
   0.369800E+01   0.887596E+04   0.882916E+04   0.231238E-04  -0.212403E-04   0.107251E+01   0.882703E+04   0.886824E+04   0.882703E+04  -0.202921E-03   0.436368E+04   0.436285E+04   0.747955E-04
   0.373517E+01   0.872235E+04   0.867634E+04   0.222735E-04  -0.204594E-04   0.103319E+01   0.867427E+04   0.871475E+04   0.867427E+04  -0.199409E-03   0.428816E+04   0.428734E+04   0.732256E-04
   0.377271E+01   0.857135E+04   0.852613E+04   0.214545E-04  -0.197071E-04   0.995303E+00   0.852410E+04   0.856389E+04   0.852410E+04  -0.195957E-03   0.421393E+04   0.421312E+04   0.716948E-04
   0.381062E+01   0.842293E+04   0.837848E+04   0.206655E-04  -0.189824E-04   0.958799E+00   0.837650E+04   0.841560E+04   0.837650E+04  -0.192564E-03   0.414096E+04   0.414016E+04   0.702008E-04
   0.384892E+01   0.827703E+04   0.823334E+04   0.199053E-04  -0.182842E-04   0.923633E+00   0.823140E+04   0.826982E+04   0.823140E+04  -0.189228E-03   0.406923E+04   0.406843E+04   0.687458E-04
   0.388760E+01   0.813360E+04   0.809066E+04   0.191730E-04  -0.176116E-04   0.889739E+00   0.808876E+04   0.812651E+04   0.808876E+04  -0.185949E-03   0.399871E+04   0.399793E+04   0.673239E-04
   0.392668E+01   0.799262E+04   0.795041E+04   0.184675E-04  -0.169637E-04   0.857090E+00   0.794855E+04   0.798565E+04   0.794855E+04  -0.182726E-03   0.392940E+04   0.392862E+04   0.659392E-04
   0.396614E+01   0.785405E+04   0.781256E+04   0.177880E-04  -0.163395E-04   0.825629E+00   0.781075E+04   0.784721E+04   0.781075E+04  -0.179558E-03   0.386128E+04   0.386051E+04   0.645876E-04
   0.400600E+01   0.771782E+04   0.767704E+04   0.171333E-04  -0.157382E-04   0.795324E+00   0.767527E+04   0.771109E+04   0.767527E+04  -0.176444E-03   0.379430E+04   0.379354E+04   0.632680E-04
   0.404626E+01   0.758392E+04   0.754383E+04   0.165026E-04  -0.151589E-04   0.766118E+00   0.754210E+04   0.757730E+04   0.754210E+04  -0.173382E-03   0.372847E+04   0.372772E+04   0.619803E-04
   0.408693E+01   0.745230E+04   0.741290E+04   0.158950E-04  -0.146008E-04   0.737984E+00   0.741120E+04   0.744579E+04   0.741120E+04  -0.170373E-03   0.366376E+04   0.366302E+04   0.607262E-04
   0.412800E+01   0.732292E+04   0.728419E+04   0.153097E-04  -0.140633E-04   0.710874E+00   0.728254E+04   0.731653E+04   0.728254E+04  -0.167415E-03   0.360016E+04   0.359942E+04   0.594999E-04
   0.416949E+01   0.719574E+04   0.715767E+04   0.147459E-04  -0.135454E-04   0.684757E+00   0.715605E+04   0.718946E+04   0.715605E+04  -0.164508E-03   0.353763E+04   0.353690E+04   0.583048E-04
   0.421139E+01   0.707073E+04   0.703331E+04   0.142027E-04  -0.130465E-04   0.659595E+00   0.703173E+04   0.706455E+04   0.703173E+04  -0.161650E-03   0.347617E+04   0.347545E+04   0.571400E-04
   0.425372E+01   0.694784E+04   0.691107E+04   0.136795E-04  -0.125659E-04   0.635349E+00   0.690952E+04   0.694178E+04   0.690952E+04  -0.158840E-03   0.341576E+04   0.341504E+04   0.560017E-04
   0.429646E+01   0.682707E+04   0.679092E+04   0.131755E-04  -0.121030E-04   0.611992E+00   0.678941E+04   0.682110E+04   0.678941E+04  -0.156079E-03   0.335638E+04   0.335567E+04   0.548909E-04
   0.433965E+01   0.670835E+04   0.667282E+04   0.126900E-04  -0.116571E-04   0.589490E+00   0.667134E+04   0.670248E+04   0.667134E+04  -0.153365E-03   0.329801E+04   0.329731E+04   0.538081E-04
   0.438326E+01   0.659166E+04   0.655673E+04   0.122223E-04  -0.112275E-04   0.567810E+00   0.655529E+04   0.658589E+04   0.655529E+04  -0.150697E-03   0.324064E+04   0.323995E+04   0.527504E-04
   0.442731E+01   0.647696E+04   0.644263E+04   0.117718E-04  -0.108137E-04   0.546926E+00   0.644123E+04   0.647130E+04   0.644123E+04  -0.148075E-03   0.318426E+04   0.318357E+04   0.517182E-04
   0.447181E+01   0.636424E+04   0.633050E+04   0.113378E-04  -0.104151E-04   0.526809E+00   0.632913E+04   0.635867E+04   0.632913E+04  -0.145498E-03   0.312884E+04   0.312816E+04   0.507097E-04
   0.451675E+01   0.625344E+04   0.622027E+04   0.109198E-04  -0.100311E-04   0.507428E+00   0.621893E+04   0.624796E+04   0.621893E+04  -0.142965E-03   0.307436E+04   0.307369E+04   0.497261E-04
   0.456214E+01   0.614452E+04   0.611192E+04   0.105171E-04  -0.966127E-05   0.488749E+00   0.611062E+04   0.613915E+04   0.611062E+04  -0.140475E-03   0.302082E+04   0.302015E+04   0.487675E-04
   0.460800E+01   0.603748E+04   0.600544E+04   0.101292E-04  -0.930499E-05   0.470759E+00   0.600417E+04   0.603219E+04   0.600417E+04  -0.138027E-03   0.296819E+04   0.296753E+04   0.478307E-04
